Name of MB,Type of MB,Types of contaminants,CAS,SMILES,Compound Mw (g/mol),Compound size (nm),Compound stokes radius rs (nm),Compound charge,Compound log K ow,Density (g·cm-3),Diffusion coefficient (cm2·s-1),pKa1,pKa2,log D (pH=5.5),log D (pH=7.4),WS (mg/L),MinPartialCharge,MaxPartialCharge,Surface tension γs (dyne·cm-1),Min projection (Å),Max projection (Å),Total charge,E,S,A,B,V,MB MWCO (Da),MB pore radius rp (nm),rs/rp,ΦS,ΦD,∆Gs-m (J·m-2),MB contact angle (°),"MB surface energy, γm (J·m-2)",MB zeta potential (mV),"MB surface charge density , σm (mC·m-2)","MB volume charge density, δm (mol·m-3)",RMS roughness (nm),Pressure (kPa),Measurement time (min),Initial concentration of compound (mg/L),pH,Reference,RD_MW,RD_LogP,RD_TPSA,RD_HBA,RD_HBD,RD_Rings,RD_RotBonds,RD_FracCSP3,Removal rate (%),zone
LC2,NF,Primidone,125-33-7,CCC1(C2=CC=CC=C2)C(=O)NCNC1=O,218.256,0.474531347752707,0.391160385585682,0.0,0.91,1.138,7.23579986140566e-06,12.3,4.31,0.91,0.91,500.0,-0.337465719619899,0.24107687820318,38.5,4.17,5.4,0.0,1.527,2.59,0.645,2.557,1.72719999999999,436.51,0.494575070539963,0.790901945701841,0.0437219963112758,1.0,-0.569070311789047,31.3,36.0766876306578,-11.0,-0.808970155470014,-16.9527039818503,,1000.0,10.0,0.02,8.1,Eﬀects of organic fouling and cleaning on the retention of pharmaceutically active compounds by ceramic nanoﬁltration membranes,218.25599999999994,0.5378999999999999,58.2,2,2,2,2,0.3333333333333333,59.963,low
NF270,NF,Erythromycin,114-07-8,CC[C@H]1OC(=O)C(C)[C@H](O[C@H]2CC(C)(OC)[C@@H](O)C(C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)CC(N(C)C)[C@H]2O)C(C)(O)C[C@@H](C)C(=O)C(C)[C@@H](O)C1(C)O,733.937,0.797844596397068,0.687824430589512,1.0,2.596,1.2,6.58786284917566e-10,,8.9,-0.02,1.69,2000.0,-0.458936581170685,0.311188420284121,51.4,6.83,9.32,-42.7,2.9,3.73,1.25,4.96,5.773,340.0,0.430317700421346,1.59841073215447,0.358095404357649,5.27277495718305,-1.01722256650221,31.3,59.2,-42.7,-3.48766904661821,-84.0010581590725,9.0,500.0,1440.0,0.02,7.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes,733.9370000000002,1.785600000000004,193.91,14,5,3,7,0.9459459459459459,94.477,high
VNF1,NF,Benzotriazole,95-14-7,C1=CC=C2NN=NC2=C1,119.127,0.388319456118284,0.295104036149834,-0.0231,1.301,1.36,3.14756490725963e-09,8.37,,1.3,,1980.0,-0.257546137480869,0.112418874259168,73.9,3.66,4.12,1.0164,1.47,1.46,0.67,0.48,0.8642,240.0,0.354432154976977,0.832610788851828,0.0280191480088073,0.961198531978417,-1.49768082720332,36.4,38.1564351241168,-44.0,-3.6183656220863,-105.807885074098,4.7,500.0,10.0,0.1,7.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment,119.127,0.9578999999999998,41.57,2,1,2,0,0.0,11.3,low
XLE,RO,Primidone,125-33-7,CCC1(C2=CC=CC=C2)C(=O)NCNC1=O,218.256,0.474531347752706,0.391160385585682,0.0,1.118,1.138,7.23579986140566e-06,12.3,4.31,0.91,0.91,500.0,-0.337465719619899,0.24107687820318,38.5,4.17,5.4,0.0,1.527,2.59,0.645,2.557,1.72719999999999,96.0,0.212755369932112,1.83854530069204,0.703158221312704,1.0,-0.57800384119153,46.9,41.81,-33.0,-2.57747636082803,-125.560449213323,60.2,552.0,480.0,0.001,8.0,"Rejection of organic micropollutants (disinfection by-products, endocrine disrupting compounds, and pharmaceutically active compounds) by NF/RO membranes",218.25599999999994,0.5378999999999999,58.2,2,2,2,2,0.3333333333333333,78.0,low
TS80,NF,Bisphenol A,80-05-7,CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,228.291,0.50456515932038,0.399430002538968,0.0,4.045,1.195,1.62370988297606e-09,9.6,,3.32,3.32,300.0,-0.507966636216091,0.115095934665927,46.0,4.53,5.62,0.0,1.61,1.49,1.01,0.91,1.8643,200.0,0.320205775712734,1.24741660780444,0.0612149778174561,1.0,-0.811091848834868,37.5,38.640678013963,-32.7,-2.55095244685132,-82.5680260382328,89.1,500.0,5760.0,0.002,7.0,A Semi-Quantitative Method for Prediction of the Rejection of Uncharged Organic Micropollutants with Nanofiltration,228.291,3.423700000000002,40.46,2,2,2,2,0.2,37.19,low
UTC70,RO,Carbamazepine,298-46-4,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C21,236.274,0.507984251724401,0.405870770131068,0.0,2.766,1.266,1.76505511914234e-09,13.9,,2.28,2.28,18.0,-0.350883837448266,0.323422196174131,,4.48,5.76,0.0,2.15,1.9,0.5,1.15,1.8106,65.0,0.171217516485414,2.3704979400612,1.87826460371199,1.0,,54.4,47.5044003738735,-15.88,-1.17752296418172,-71.2787200719548,66.1,300.0,10.0,10.0,7.0,Rejection of pharmaceuticals and personal care products (PPCPs) and endocrine disrupting chemicals (EDCs) by low pressure reverse osmosis membranes,236.274,3.3872000000000018,46.330000000000005,1,1,3,0,0.0,92.024,high
NF90,NF,Bromochloroacetic acid,5589-96-8,O=C(O)C(Cl)Br,173.39,0.34004999632407,0.351432394243391,-0.9711,0.786,2.137,3.98937358800509e-09,1.4,,-2.51,-2.67,250000.0,-0.479509125931155,0.332106919010306,55.5,3.23,3.58,26.501319,0.608,1.059,0.915,0.717,0.7837,118.0,0.23866774606206,1.47247543935832,0.223233040796837,0.356347503671266,-1.03802383360542,54.1,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,689.476,10.0,0.1,3.5,Removal of haloacetic acids from swimming pool water by reverse osmosis and nanofiltration,173.393,1.0308,37.3,1,1,0,1,0.5,90.485,high
NF270,NF,Trimethoprim,738-70-5,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,290.323,0.587720171510218,0.44670933027277,0.9345,1.284,1.252,6.45675987277816e-06,,7.12,-1.16,-1.15,400.0,-0.492704456320783,0.221431635638239,53.9,4.97,6.95,-39.90315,1.89,2.5,0.21,1.69,2.1813,340.0,0.430317700421346,1.03809192565254,0.00145099479991864,4.72874250574049,-1.08731315121191,73.16,59.2,-42.7,-3.48766904661821,-84.0010581590725,9.0,1000.0,300.0,10.0,7.0,Adsorption of hydrophilic and hydrophobic pharmaceuticals on RO/NF membranes: Identification of interactions using FTIR,290.32300000000004,1.2575999999999998,105.51,7,2,2,5,0.2857142857142857,50.0,low
NF90,NF,Sulfadiazine,68-35-9,NC1=CC=C(S(=O)(=O)NC2=NC=CC=N2)C=C1,250.28,0.526532050306532,0.416895808279041,0.0933,0.387,1.52,7.92917942332583e-06,6.36,,-0.09,-0.09,77.0,-0.398727717127439,0.263723395488873,82.6,4.53,6.12,-2.546157,2.08,2.55,0.65,1.37,1.7225,118.0,0.23866774606206,1.74676224650245,0.557653852801386,1.10421706756193,-1.64969592208089,54.1,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,690.0,10.0,0.8,3.0,Elucidating the Rejection Mechanisms of PPCPs by Nanoﬁltration and Reverse Osmosis Membranes ,250.28300000000004,0.8596000000000001,97.97,5,2,2,3,0.0,75.0,low
ES20,RO,Pentachlorophenol,87-86-5,OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,266.32,0.468760066558575,0.429124114446953,-0.9905,4.69,1.978,8.94657476359606e-06,4.7,,4.16,2.45,14.0,-0.504743052536021,0.155457823027659,54.7,4.54,4.84,5.943,1.22,0.91,0.66,0.06,1.3871,150.0,0.272796180254854,1.57305763609319,0.328395054284715,0.79342584382203,-1.10957157593306,47.0,43.3132974569274,-6.0,-0.438899975616314,-16.6750049745822,4.0,294.2,10.0,10.0,7.0,Rejection of organic compounds by ultra-low pressure reverse osmosis membrane,266.33799999999997,4.6592,20.23,1,1,1,0,0.0,98.537,high
XLE,RO,Glucose,5996-10-1,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,180.156,0.439182194538895,0.357749404273844,0.0,-2.933,1.544,2.78258627358294e-09,12.45,,-3.24,-3.24,1000000.0,-0.393579132910773,0.150754829516619,81.7,4.01,4.81,0.0,1.056,1.63099999999999,1.19399999999999,1.995,1.1976,96.0,0.212755369932112,1.68150587403739,0.464450256347467,1.0,-1.64458509714061,39.8,41.81,-33.0,-2.57747636082803,-125.560449213323,60.2,689.476,10.0,0.1,3.5,Removal of haloacetic acids from swimming pool water by reverse osmosis and nanofiltration,180.156,-3.2214000000000005,110.38000000000001,6,5,1,1,1.0,100.0,high
TS80,NF,Carbamazepine,298-46-4,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C21,236.274,0.507984251724401,0.405870770131068,0.0,2.766,1.266,1.76505511914234e-09,13.9,,2.28,2.28,18.0,-0.350883837448266,0.323422196174131,,4.48,5.76,0.0,2.15,1.9,0.5,1.15,1.8106,200.0,0.320205775712734,1.26753107194165,0.0715728744542483,1.0,,48.0,43.8532610584624,-32.7,-2.55095244685132,-82.5680260382328,89.1,500.0,10.0,0.002,8.0,Influence of membrane fouling by (pretreated) surface water on rejection of pharmaceutically active compounds (PhACs) by nanofilltration membranes,236.274,3.3872000000000018,46.330000000000005,1,1,3,0,0.0,84.3,low
NF90,NF,Norfloxacin,70458-96-7,CCN1C=C(C(=O)O)C(=O)C2=CC(F)=C(N3CCNCC3)C=C21,319.336,0.619599870884428,0.466957079213674,-0.9154,-0.97,1.344,6.36314377651065e-06,6.34,8.75,-3.18,-3.0,178000.0,-0.477497024099065,0.340722850602156,53.1,5.16,7.44,24.981266,1.98,2.5,0.05,2.39,2.2724,118.0,0.23866774606206,1.95651522636935,0.914921378276409,0.378074324279781,-0.977231651734106,54.1,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,500.0,10.0,50.0,9.8,Nanoﬁltration for the removal of norﬂoxacin from pharmaceutical eﬄuent ,319.336,1.2683,74.57000000000001,4,2,3,3,0.375,98.0,high
VNF2,NF,Clofibric acid,882-09-7,CC(C)(OC1=CC=C(Cl)C=C1)C(=O)O,214.65,0.465832587954085,0.388139245689527,-1.0,2.899,1.265,2.42229915221711e-09,3.12,,0.44,-0.88,673.97,-0.478304313837279,0.34695272609642,43.7,3.5,6.2,52.0,0.994,1.353,0.502,0.984,1.55699999999999,150.0,0.272796180254854,1.42281774373423,0.178774844416505,0.132038819549477,-0.96587411219149,79.4,64.215042140265,-52.0,-4.47691394401117,-170.09014908769,115.5,500.0,10.0,0.1,7.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment,214.648,2.582,46.53,2,1,1,3,0.3,71.76,low
XLE,RO,Triclosan,3380-34-5,OC1=CC(Cl)=CC=C1OC1=CC=C(Cl)C=C1Cl,289.54,0.522623191219066,0.446148223995723,-0.0021,4.982,1.55,7.35106530218672e-06,7.9,,5.27,5.13,12.0,-0.504203131684532,0.168713901663033,51.7,4.17,6.55,0.0693,1.73,1.55,0.47,0.45,1.8088,96.0,0.212755369932112,2.09700100231587,1.20341119908202,0.99730538910795,-0.948878067530307,65.0,41.81,-33.0,-2.57747636082803,-125.560449213323,60.2,690.0,10.0,0.8,5.0,Elucidating the Rejection Mechanisms of PPCPs by Nanoﬁltration and Reverse Osmosis Membranes ,289.54499999999996,5.144700000000002,29.46,2,1,2,2,0.0,93.0,high
XLE,RO,Procaine,59-46-1,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,236.315,0.588662891645125,0.405903546582652,0.9892,1.88,1.17,7.01451498347953e-06,,9.04,1.0,0.29,9450.0,-0.460732266199762,0.337667199807612,,4.31,8.04,-32.6436,1.15,1.34,0.26,1.44,1.9767,96.0,0.212755369932112,1.90784160565334,0.824176380955235,3.56442676122324,,65.0,41.81,-33.0,-2.57747636082803,-125.560449213323,60.2,1000.0,10.0,15.0,7.0,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes,236.315,1.7673999999999999,55.56,4,1,1,6,0.46153846153846156,99.6,high
NF270,NF,Caffeine,58-08-2,CN1C=NC2=C1C(=O)N(C)C(=O)N2C,194.194,0.472580151931924,0.370463089957864,0.0,-0.546,1.23,1.80562697831881e-09,10.4,,0.28,0.28,21600.0,-0.327863466099482,0.331703432635988,55.7,4.44,5.03,0.0,1.5,1.82,0.08,1.25,1.3632,340.0,0.430317700421346,0.860905999439775,0.0193471409918479,1.0,-1.13677668336861,73.16,59.2,-42.7,-3.48766904661821,-84.0010581590725,9.0,600.0,10.0,10.0,7.0,Rejection of pharmaceuticals by nanofiltration (NF) membranes: Effect of fouling on rejection behaviour,194.194,-1.0293,61.82,3,0,2,0,0.375,82.0,low
NTR7450,NF,Phenylalanine,15099-85-1,NC(CC(=O)O)CC1=CC=CC=C1,165.192,0.449249373956158,0.343599153991936,0.2276,-1.184,1.24,9.00410411306491e-06,2.2,9.08,-1.45,-1.46,26900.0,-0.480077700203442,0.32031550163956,53.5,3.45,5.85,-3.77816,1.011,1.392,0.768,1.279,1.47569999999999,310.0,0.408736966210894,0.840636356376563,0.0253967709089378,1.15847619423791,-1.21453635934645,66.0,54.8646574985704,-16.6,-1.23271822352088,-31.2578137826674,9.0,800.0,120.0,0.0330384,3.0,Relation between membrane characteristics and performance in nanofiltration,179.219,1.0310999999999995,63.32000000000001,2,2,1,4,0.3,46.0,low
ES20,RO,Aniline,62-53-3,NC1=CC=CC=C1,93.129,0.372083324001493,0.263155305864566,0.0044,1.144,1.0217,2.69551360963244e-09,4.6,,1.12,1.17,36000.0,-0.39872882948659,0.0313475925912186,41.7,3.41,4.06,-0.0264,0.96,0.96,0.26,0.41,0.8162,150.0,0.272796180254854,0.964659056511418,0.00124898228666314,1.0010284324328,-0.727741313202348,47.0,43.3132974569274,-6.0,-0.438899975616314,-16.6750049745822,4.0,294.2,10.0,10.0,7.0,Rejection of organic compounds by ultra-low pressure reverse osmosis membrane,93.12899999999999,1.2688000000000001,26.02,1,1,1,0,0.0,71.599,low
VNF1,NF,Clofibric acid,882-09-7,CC(C)(OC1=CC=C(Cl)C=C1)C(=O)O,214.65,0.465832587954085,0.388139245689527,-1.0,2.899,1.265,2.42229915221711e-09,3.12,,0.44,-0.88,673.97,-0.478304313837279,0.34695272609642,43.7,3.5,6.2,44.0,0.994,1.353,0.502,0.984,1.55699999999999,240.0,0.354432154976977,1.0951016724618,0.00904432810503147,0.180292767349026,-0.740381856450653,36.4,38.1564351241168,-44.0,-3.6183656220863,-105.807885074098,4.7,500.0,10.0,0.1,7.0,Influences of temperature on the retention of PPCPs by nanofiltration membranes: Experiments and modeling assessment,214.648,2.582,46.53,2,1,1,3,0.3,69.25,low
NF200,NF,Glutaric acid,110-94-1,O=C(O)CCCC(=O)O,132.115,0.409434976522524,0.309664286290564,-1.4819,0.046,1.429,4.15059186767631e-09,5.41,,,,640000.0,-0.481230227975588,0.302855790648419,56.1,3.23,5.19,30.37895,0.36,1.28,1.05,0.75,0.9619,300.0,0.40133958063462,0.771576742570235,0.0521771845348247,0.306411170414133,-1.03968744738462,30.3,35.7017071660267,-20.5,-1.53617815656346,-39.6705565430239,5.2,448.159,10.0,11.0,4.5,The role of membrane surface charge and solute physico-chemical properties in the rejection of organic acids by NF membranes,132.115,0.32590000000000025,74.6,2,2,0,4,0.6,49.83,low
LE440,RO,Perchloroethylene,127-18-4,ClC(Cl)=C(Cl)Cl,165.82,0.350354106583611,0.344206461163455,0.0,2.615,1.6227,1.05564938648113e-05,,0.11,3.4,3.4,206.0,-0.0682208966360067,0.136441793272013,35.6,3.18,3.86,0.0,0.64,0.44,0.0,0.0,0.837,100.0,0.217648387362773,1.5814794923784,0.338118400056642,1.0,-0.510151421301994,41.5,40.5036427917544,-18.37,-1.36945788996213,-65.2126620931552,,510.0,172.85,0.1,8.0,Rejection of trace organic compounds by high-pressure membranes,165.834,3.0682,0.0,0,0,0,0,0.0,95.24,high
NF270,NF,Sulfamethoxazole,723-46-6,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,253.28,0.563489130329947,0.419214077088797,-0.9857,0.791,1.4895,7.77752800030572e-06,1.6,5.7,0.56,-0.56,610.0,-0.398727717127508,0.262637665467286,70.9,5.4,5.88,42.08939,1.89,2.23,0.58,1.29,1.7244,340.0,0.430317700421346,0.974196684631665,0.000665811083997754,0.1942164113288,-1.52610573048289,64.1,59.2,-42.7,-3.48766904661821,-84.0010581590725,9.0,690.0,10.0,0.8,8.0,Effect of silica fouling on the removal of pharmaceuticals and personal care products by nanofilltration and reverse osmosis membranes,253.28300000000002,1.3660199999999998,98.22,5,2,2,3,0.1,85.19,low
CPA3,RO,Procaine,59-46-1,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,236.315,0.588662891645125,0.405903546582652,0.9892,1.88,1.17,7.01451498347953e-06,,9.04,1.0,0.29,9450.0,-0.460732266199762,0.337667199807612,,4.31,8.04,-14.838,1.15,1.34,0.26,1.44,1.9767,100.0,0.217648387362773,1.86495085721034,0.748139985388902,1.78198648985011,,73.0,59.6644481387874,-15.0,-1.11037496503814,-52.8753077568041,,1000.0,480.0,15.0,7.0,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes,236.315,1.7673999999999999,55.56,4,1,1,6,0.46153846153846156,86.0,low
ESPA1,RO,Ampicillin,69-53-4,CC1(C)S[C@@H]2C(NC(=O)[C@H](N)C3=CC=CC=C3)C(=O)N2[C@H]1C(=O)O,349.41,0.597081234004218,0.486931939901534,-0.3711,-2.005,1.45,2.01397862716801e-09,2.5,7.3,-1.59,-2.38,10100.0,-0.479672802365543,0.327399384702775,74.3,4.49,7.94,11.35566,2.48,2.99,0.81,2.62,2.4769,200.0,0.320205775712734,1.52068443742993,0.271112283381723,0.642658881110061,-1.40263611512103,22.6,33.1919441164051,-30.6,-2.36766939804397,-76.6356067314867,,500.0,1440.0,0.02,7.0,Role of membrane and compound properties in affecting the rejection of pharmaceuticals by different RO/NF membranes,349.4120000000001,0.3181000000000002,112.73,5,3,3,4,0.4375,100.0,high
NF90,NF,Carbamazepine,298-46-4,NC(=O)N1C2=CC=CC=C2C=CC2=CC=CC=C21,236.27,0.508,0.405867572265688,0.0,2.766,1.266,1.76505511914234e-09,13.9,,2.28,2.28,18.0,-0.350883837448266,0.323422196174131,,4.48,5.76,0.0,2.15,1.9,0.5,1.15,1.8106,118.0,0.23866774606206,1.70055476268734,0.490776975523915,1.0,,54.1,42.0,-17.9,-1.33299673152327,-57.886068365594,129.5,500.0,360.0,1.0,6.0,Fit-for-Purpose Design of Nanofiltration Membranes for Simultaneous Nutrient Recovery and Micropollutant Removal,236.274,3.3872000000000018,46.330000000000005,1,1,3,0,0.0,94.6,high
NF70,NF,Ethylacetate,141-78-6,CCOC(C)=O,87.099,0.332102393848644,0.25508335989274,-0.992,0.922,0.902,2.68754701695151e-09,14.0,,0.73,0.73,80000.0,-0.466171889974416,0.30211277772699,23.5,2.73,4.04,24.8,0.11,0.62,0.0,0.45,0.7466,350.0,0.43732202896936,0.583284954782399,0.173651428910707,0.380752108729743,-0.0760534807296271,54.1,47.3260782783959,-25.0,-1.89743927061638,-44.9681717271164,,1500.0,10.0,1.376875,7.0,"Influence of molecular size, polarity and charge on the retention of organic molecules by nanofiltration",88.106,0.5694,26.3,2,0,0,1,0.75,60.9,low
LFC1,RO,Sulfamethoxazole,723-46-6,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,253.28,0.563489130329947,0.419214077088797,-0.8735,0.791,1.4895,7.77752800030572e-06,1.6,5.7,0.56,-0.56,610.0,-0.398727717127508,0.262637665467286,70.9,5.4,5.88,2.7952,1.89,2.23,0.58,1.29,1.7244,100.0,0.217648387362773,1.92610697542205,0.857674129925377,0.896879982025039,-1.85116828603093,78.0,63.2093581922946,-3.2,-0.233699904741334,-11.1286320162211,34.5,1500.0,10.0,10.0,7.0,Effect of water matrices on removal of veterinary pharmaceuticals by nanofiltration and reverse osmosis membranes,253.28300000000002,1.3660199999999998,98.22,5,2,2,3,0.1,97.2,high
LFC1,RO,Procaine,59-46-1,CCN(CC)CCOC(=O)C1=CC=C(N)C=C1,236.315,0.588662891645125,0.405903546582652,0.9892,1.88,1.17,7.01451498347953e-06,,9.04,1.0,0.29,9450.0,-0.460732266199762,0.337667199807612,,4.31,8.04,-3.16544,1.15,1.34,0.26,1.44,1.9767,100.0,0.217648387362773,1.86495085721034,0.748139985388902,1.13116581940877,,78.0,63.2093581922946,-3.2,-0.233699904741334,-11.1286320162211,34.5,1000.0,10.0,15.0,7.0,Removal of Glucocorticosteroids and Anesthetics from Water with RO/NF Membranes,236.315,1.7673999999999999,55.56,4,1,1,6,0.46153846153846156,100.0,high
SR3,NF,Tetracycline,60-54-8,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)C4=C(O)C=CC=C4[C@@](C)(O)C3C[C@@H]12,444.44,0.63485825189565,0.544618305834571,-0.6363,-3.493,1.64,5.88029791190682e-06,7.68,,,,231.0,-0.50717587946517,0.211250998646569,100.5,5.41,7.45,4.4541,3.5,3.6,1.35,3.29,3.0992,165.0,0.287669627234652,1.89320753487238,0.797819700352794,0.840781257606701,-2.146652333422,44.6,42.0532707615335,-7.0,-0.512469867598653,-18.4634572193236,5.2,1250.0,10.0,0.5,7.5,Influences of solution chemistry and polymeric natural organic matter on the removal of aquatic pharmaceutical residuals by nanofiltration,444.44000000000017,-0.21439999999999837,181.61999999999998,9,6,4,2,0.4090909090909091,96.9,high
NF90,NF,Bisphenol A,80-05-7,CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,228.291,0.50456515932038,0.399430002538968,0.0,4.045,1.195,1.62370988297606e-09,9.6,,3.32,3.32,300.0,-0.507966636216091,0.115095934665927,46.0,4.53,5.62,0.0,1.61,1.49,1.01,0.91,1.8643,118.0,0.23866774606206,1.67358182716112,0.453712477881713,1.0,-0.788855640664671,64.0,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,800.0,720.0,0.2,7.0,A highly selective surface coating for enhanced membrane rejection ofendocrine disrupting compounds: Mechanistic insights andimplications,228.291,3.423700000000002,40.46,2,2,2,2,0.2,97.0,high
Desal51HL,NF,Benzylideneacetone,122-57-6,CC(=O)/C=C/C1=CC=CC=C1,146.189,0.458529170282546,0.324602080611982,0.0,2.466,1.014,2.46179996939438e-09,14.0,,2.07,2.07,700.0,-0.295180567920069,0.15213437102183,36.9,3.51,5.99,0.0,1.22,1.35,0.0,0.6,1.2527,190.0,0.311186830590451,1.04310995422292,0.00185846815310226,1.0,-0.571892261388225,47.0,43.3132974569274,-13.98,-1.03295052914342,-34.4030552935939,6.0,800.0,120.0,0.292378,7.0,Relation between membrane characteristics and performance in nanofiltration,146.189,2.2888,17.07,1,0,1,2,0.1,17.0,low
LE440,RO,Phenacetine,62-44-2,CCOC1=CC=C(NC(C)=O)C=C1,179.219,0.487903679018718,0.356882240509115,0.0,1.41,1.21,8.44931878691915e-06,14.57,2.4,1.58,1.58,766.0,-0.49388743379012,0.220747436318834,39.0,3.45,6.9,0.0,0.94,1.48,0.48,0.86,1.4542,100.0,0.217648387362773,1.63971920414126,0.409240660147127,1.0,-0.621526679380031,42.0,40.7474756914266,-18.37,-1.36945788996213,-65.2126620931552,,550.0,2880.0,0.1,8.0,Modeling of RO/NF membrane rejections of PhACs and organic compounds: a statistical analysis,179.219,2.0437,38.33,2,1,1,3,0.3,56.0,low
NF90,NF,Sulfamethoxazole,723-46-6,CC1=CC(NS(=O)(=O)C2=CC=C(N)C=C2)=NO1,253.28,0.563489130329947,0.419214077088797,-0.8735,0.791,1.4895,7.77752800030572e-06,1.6,5.7,0.56,-0.56,610.0,-0.398727717127508,0.262637665467286,70.9,5.4,5.88,23.837815,1.89,2.23,0.58,1.29,1.7244,118.0,0.23866774606206,1.75647561937335,0.572255362706293,0.395286939584589,-1.40025216674653,54.1,42.0,-27.29,-2.08669307882832,-90.6157197257609,129.5,1500.0,10.0,10.0,7.0,Effect of water matrices on removal of veterinary pharmaceuticals by nanofiltration and reverse osmosis membranes,253.28300000000002,1.3660199999999998,98.22,5,2,2,3,0.1,97.2,high
NF270,NF,perﬂuorooctane sulfonate,1763-23-1,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,499.12,0.527594541290943,0.574836841254657,-1.0,5.43,,,-0.27,,3.66,3.66,553.0,2.80316778090608,3.29741248029618,19.6,4.04,6.89,42.7,-0.692,1.161,0.003,0.996,1.8763,340.0,0.430317700421346,1.33584289163984,0.112790447865009,0.189653457263089,0.0983964036506656,23.2,59.2,-42.7,-3.48766904661821,-84.0010581590725,9.0,400.0,10.0,0.1,7.0,Perﬂuorooctane sulfonate removal by nanoﬁltration membrane the role of calcium ions,500.1259999999999,4.841100000000001,54.370000000000005,2,1,0,7,1.0,95.31,high
UTC60,RO,Indomethacin,53-86-1,COC1=CC=C2C(=C1)C(CC(=O)O)=C(C)N2C(=O)C1=CC=C(Cl)C=C1,357.79,0.668951418265931,0.492332565663626,-0.139,3.53,1.38,1.79025073529717e-09,4.5,,2.47,0.75,0.937,-0.496742959517403,0.307407801633405,47.4,5.24,8.54,4.8233,2.24,1.47,0.58,1.43,2.5299,150.0,0.272796180254854,1.80476341422257,0.647644152871168,0.828781414823889,-0.928369485966179,51.6,45.8667681953807,-34.7,-2.7294647454783,-103.699796621965,13.9,300.0,10.0,10.0,3.0,Rejection of pharmaceuticals and personal care products (PPCPs) and endocrine disrupting chemicals (EDCs) by low pressure reverse osmosis membranes,357.793,3.9273200000000026,68.53,3,1,3,4,0.15789473684210525,68.782,low
